"","cruise","station","FishSpecies","FishNum","preyNum","preyTaxon","preyTaxa","preySpp","Ocularunits","Mag","prey_mm","Scope","preyCount","gutCount","Comments_prey","Comments_gut","forkLength","BEGIN_GMT_TOWDATE","average_depth","decimalLatitude","decimalLongitude","Llopiz_taxa","scientificNameID_preyTaxon","scientificName_preyTaxon","scientificName_Rank"
"11",201802,158,"P_tri","1",1,"CalanoidSmall","Centropages",NA,3.4,3.2,0.829268293,"M60",NA,15,NA,NA,162,2018-04-19 07:20:00,217,40.06006,-71.016753,"Centropages",85761,"Centropages","Genus"
"12",201802,158,"P_tri","1",2,"CalanoidSmall","Centropages",NA,6.2,3.2,1.512195122,"M60",NA,15,NA,NA,162,2018-04-19 07:20:00,217,40.06006,-71.016753,"Centropages",85761,"Centropages","Genus"
"13",201802,158,"P_tri","1",3,"CalanoidSmall","Centropages",NA,4.5,2.5,1.421052633,"M60",NA,15,NA,NA,162,2018-04-19 07:20:00,217,40.06006,-71.016753,"Centropages",85761,"Centropages","Genus"
"14",201802,158,"P_tri","1",1,"Appendicularia",NA,NA,2.2,1,1.774193549,"M60",NA,15,NA,NA,162,2018-04-19 07:20:00,217,40.06006,-71.016753,"Appendicularia",159664,"Appendicularia","Class"
"15",201802,152,"A_aes","2",1,"Appendicularia",NA,NA,1.8,1.6,0.891089109,"M60",NA,8,NA,NA,224,2018-04-18 09:45:00,61,40.619975,-71.773508,"Appendicularia",159664,"Appendicularia","Class"
"16",201802,152,"A_aes","2",2,"Appendicularia",NA,NA,2.1,1.6,1.039603961,"M60",NA,8,NA,NA,224,2018-04-18 09:45:00,61,40.619975,-71.773508,"Appendicularia",159664,"Appendicularia","Class"
"17",201802,152,"A_aes","2",3,"Appendicularia",NA,NA,1.6,1.6,0.792079208,"M60",NA,8,NA,NA,224,2018-04-18 09:45:00,61,40.619975,-71.773508,"Appendicularia",159664,"Appendicularia","Class"
"18",201802,152,"A_aes","2",1,"Cumacea",NA,NA,7.5,1.6,3.712871288,"M60",NA,8,NA,NA,224,2018-04-18 09:45:00,61,40.619975,-71.773508,"Cumacea",90745,"Cumacea","Order"
"19",201802,153,"C_har","2",1,"Chaetognatha",NA,NA,2.4,1.25,1.538461538,"M60",NA,24,NA,NA,255,2018-04-18 13:17:00,76,40.377098,-71.751862,"Chaetognatha",158650,"Chaetognatha","Phylum"
"20",201802,153,"C_har","2",2,"Chaetognatha",NA,NA,15,0.63,19.73684211,"M60",NA,24,NA,NA,255,2018-04-18 13:17:00,76,40.377098,-71.751862,"Chaetognatha",158650,"Chaetognatha","Phylum"
"21",201802,153,"C_har","2",1,"Calanus",NA,NA,7.8,2.5,2.463157897,"M60",NA,24,"Juvenile",NA,255,2018-04-18 13:17:00,76,40.377098,-71.751862,"Calanus",85263,"Calanus","Genus"
"22",201802,153,"C_har","2",1,"Cirripedia",NA,NA,2.2,1.6,1.089108911,"M60",NA,24,"Cyprid",NA,255,2018-04-18 13:17:00,76,40.377098,-71.751862,"Cirripedia",89433,"Cirripedia","Infraclass"
"23",201802,153,"C_har","2",1,"Appendicularia",NA,NA,2.2,1.6,1.089108911,"M60",NA,24,NA,NA,255,2018-04-18 13:17:00,76,40.377098,-71.751862,"Appendicularia",159664,"Appendicularia","Class"
"24",201802,153,"C_har","2",1,"Calanus",NA,NA,4.8,1.6,2.376237624,"M60",NA,24,NA,NA,255,2018-04-18 13:17:00,76,40.377098,-71.751862,"Calanus",85263,"Calanus","Genus"
"25",201802,160,"A_pse","3",1,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"26",201802,160,"A_pse","3",2,"Appendicularia",NA,NA,2.1,1.25,1.346153846,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"27",201802,160,"A_pse","3",3,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"28",201802,160,"A_pse","3",4,"Appendicularia",NA,NA,2.6,1.25,1.666666667,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"29",201802,160,"A_pse","3",5,"Appendicularia",NA,NA,4.7,2.5,1.484210528,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"30",201802,160,"A_pse","3",6,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"31",201802,160,"A_pse","3",7,"Appendicularia",NA,NA,2.7,1.25,1.730769231,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"32",201802,160,"A_pse","3",8,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"33",201802,160,"A_pse","3",9,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"34",201802,160,"A_pse","3",10,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"35",201802,160,"A_pse","3",1,"Parasite",NA,NA,18.5,1.25,11.85897436,"M60",NA,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Parasite",202423,"Animalia","Kingdom"
"36",201802,160,"A_pse","2",1,"Appendicularia",NA,NA,2.8,1.25,1.794871795,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"37",201802,160,"A_pse","2",2,"Appendicularia",NA,NA,1.7,1.25,1.08974359,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"38",201802,160,"A_pse","2",3,"Appendicularia",NA,NA,2.9,1.25,1.858974359,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"39",201802,160,"A_pse","2",4,"Appendicularia",NA,NA,1.7,1.25,1.08974359,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"40",201802,160,"A_pse","2",5,"Appendicularia",NA,NA,1.5,1.25,0.961538462,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"41",201802,160,"A_pse","2",6,"Appendicularia",NA,NA,2.2,1.25,1.41025641,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"42",201802,160,"A_pse","2",7,"Appendicularia",NA,NA,1.6,1.25,1.025641026,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"43",201802,160,"A_pse","2",8,"Appendicularia",NA,NA,1.6,1.25,1.025641026,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"44",201802,160,"A_pse","2",9,"Appendicularia",NA,NA,2.1,1.25,1.346153846,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"45",201802,160,"A_pse","2",10,"Appendicularia",NA,NA,2.2,1.25,1.41025641,"M60",NA,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"46",201802,160,"A_pse","2",1,"Decapoda",NA,NA,4.4,1.25,2.82051282,"M60",NA,288,"Shrimp Zooae",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Decapoda",95599,"Decopoda","Order"
"47",201802,160,"A_pse","2",2,"Decapoda",NA,NA,4.2,1.25,2.692307692,"M60",NA,288,"Shrimp Zooae",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Decapoda",95599,"Decopoda","Order"
"48",201802,160,"A_pse","2",3,"Decapoda",NA,NA,6,1.25,3.846153846,"M60",NA,288,"Shrimp Zooae",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Decapoda",95599,"Decopoda","Order"
"49",201802,160,"A_pse","2",4,"Decapoda",NA,NA,3.4,1.25,2.179487179,"M60",NA,288,"Shrimp Zooae",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Decapoda",95599,"Decopoda","Order"
"50",201802,160,"A_pse","2",5,"Decapoda",NA,NA,3.5,1.25,2.243589744,"M60",NA,288,"Shrimp Zooae",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Decapoda",95599,"Decopoda","Order"
"51",201802,160,"A_pse","2",6,"Decapoda",NA,NA,2.5,1.25,1.602564103,"M60",NA,288,"Shrimp Zooae",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Decapoda",95599,"Decopoda","Order"
"52",201802,160,"A_pse","2",1,"Euphausiidae",NA,NA,1.4,1.25,0.897435897,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"53",201802,160,"A_pse","2",2,"Euphausiidae",NA,NA,4.3,1.25,2.756410256,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"54",201802,160,"A_pse","2",3,"Euphausiidae",NA,NA,2.1,1.25,1.346153846,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"55",201802,160,"A_pse","2",4,"Euphausiidae",NA,NA,2,1.25,1.282051282,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"56",201802,160,"A_pse","2",5,"Euphausiidae",NA,NA,3,1.25,1.923076923,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"57",201802,160,"A_pse","2",6,"Euphausiidae",NA,NA,1.9,1.25,1.217948718,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"58",201802,160,"A_pse","2",7,"Euphausiidae",NA,NA,2.8,1.25,1.794871795,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"59",201802,160,"A_pse","2",8,"Euphausiidae",NA,NA,2.1,1.25,1.346153846,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"60",201802,160,"A_pse","2",9,"Euphausiidae",NA,NA,1.6,1.25,1.025641026,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"61",201802,160,"A_pse","2",10,"Euphausiidae",NA,NA,2.5,1.25,1.602564103,"M60",NA,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"62",201802,160,"A_pse","2",1,"Euphausiidae",NA,NA,6.9,2,2.705882355,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"63",201802,160,"A_pse","2",2,"Euphausiidae",NA,NA,6.4,1.25,4.102564102,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"64",201802,160,"A_pse","2",3,"Euphausiidae",NA,NA,5.2,1.25,3.333333333,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"65",201802,160,"A_pse","2",4,"Euphausiidae",NA,NA,5.8,1.25,3.717948718,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"66",201802,160,"A_pse","2",5,"Euphausiidae",NA,NA,6.3,1.25,4.038461538,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"67",201802,160,"A_pse","2",6,"Euphausiidae",NA,NA,4.3,1.25,2.756410256,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"68",201802,160,"A_pse","2",7,"Euphausiidae",NA,NA,6.5,1.25,4.166666667,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"69",201802,160,"A_pse","2",8,"Euphausiidae",NA,NA,4.6,1.25,2.948717949,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"70",201802,160,"A_pse","2",9,"Euphausiidae",NA,NA,3.2,1.25,2.051282051,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"71",201802,160,"A_pse","2",10,"Euphausiidae",NA,NA,3.4,1.25,2.179487179,"M60",NA,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"72",201802,160,"A_pse","2",1,"Parasite",NA,NA,NA,NA,150,"M60",NA,288,"roundworm",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Parasite",202423,"Animalia","Kingdom"
"73",201802,154,"S_sco","2",1,"Chaetognatha",NA,NA,12.8,0.63,16.84210527,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"74",201802,154,"S_sco","2",2,"Chaetognatha",NA,NA,15.9,0.63,20.92105264,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"75",201802,154,"S_sco","2",3,"Chaetognatha",NA,NA,15,0.63,19.73684211,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"76",201802,154,"S_sco","2",4,"Chaetognatha",NA,NA,11.8,0.63,15.52631579,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"77",201802,154,"S_sco","2",5,"Chaetognatha",NA,NA,12.8,0.63,16.84210527,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"78",201802,154,"S_sco","2",6,"Chaetognatha",NA,NA,12.3,0.63,16.18421053,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"79",201802,154,"S_sco","2",7,"Chaetognatha",NA,NA,12.6,0.63,16.57894737,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"80",201802,154,"S_sco","2",8,"Chaetognatha",NA,NA,20.8,0.63,27.36842106,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"81",201802,154,"S_sco","2",9,"Chaetognatha",NA,NA,17.1,0.63,22.50000001,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"82",201802,154,"S_sco","2",10,"Chaetognatha",NA,NA,13.2,0.63,17.36842106,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"83",201802,154,"S_sco","2",1,"Calanus",NA,NA,6.5,3.2,1.585365854,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"84",201802,154,"S_sco","2",2,"Calanus",NA,NA,6.8,2.5,2.147368423,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"85",201802,154,"S_sco","2",3,"Calanus",NA,NA,4.7,1.6,2.326732674,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"86",201802,154,"S_sco","2",4,"Calanus",NA,NA,5.1,1.6,2.524752476,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"87",201802,154,"S_sco","2",5,"Calanus",NA,NA,5.3,1.6,2.623762377,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"88",201802,154,"S_sco","2",1,"CalanoidSmall",NA,NA,4.3,4,0.851485149,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"89",201802,154,"S_sco","2",2,"CalanoidSmall",NA,NA,4.6,2,1.80392157,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"90",201802,154,"S_sco","2",3,"CalanoidSmall",NA,NA,3.3,1.6,1.633663367,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"91",201802,154,"S_sco","2",4,"CalanoidSmall",NA,NA,2.4,1.6,1.188118812,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"92",201802,154,"S_sco","2",5,"CalanoidSmall",NA,NA,3,1.6,1.485148515,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"93",201802,154,"S_sco","2",6,"CalanoidSmall",NA,NA,2.7,1.6,1.336633664,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"94",201802,154,"S_sco","2",7,"CalanoidSmall",NA,NA,3.8,1.6,1.881188119,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"95",201802,154,"S_sco","2",8,"CalanoidSmall",NA,NA,1.8,1.6,0.891089109,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"96",201802,154,"S_sco","2",9,"CalanoidSmall",NA,NA,2.9,1.6,1.435643565,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"97",201802,154,"S_sco","2",10,"CalanoidSmall",NA,NA,2.7,1.6,1.336633664,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"98",201802,154,"S_sco","2",1,"Appendicularia",NA,NA,4.5,3.2,1.097560976,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"99",201802,154,"S_sco","2",2,"Appendicularia",NA,NA,2.2,1,1.774193549,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"100",201802,154,"S_sco","2",3,"Appendicularia",NA,NA,1.7,1,1.370967742,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"101",201802,154,"S_sco","2",4,"Appendicularia",NA,NA,1.3,1,1.048387097,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"102",201802,154,"S_sco","2",5,"Appendicularia",NA,NA,1.2,1,0.967741936,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"103",201802,154,"S_sco","2",6,"Appendicularia",NA,NA,1.5,1,1.20967742,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"104",201802,154,"S_sco","2",7,"Appendicularia",NA,NA,1.6,1,1.290322581,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"105",201802,154,"S_sco","2",8,"Appendicularia",NA,NA,1.3,1,1.048387097,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"106",201802,154,"S_sco","2",9,"Appendicularia",NA,NA,1.5,1,1.20967742,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"107",201802,154,"S_sco","2",10,"Appendicularia",NA,NA,1.5,1,1.20967742,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"108",201802,154,"S_sco","2",1,"Metridia",NA,NA,3.8,1.6,1.881188119,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"109",201802,154,"S_sco","2",2,"Metridia",NA,NA,3.6,1.6,1.782178218,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"110",201802,154,"S_sco","2",3,"Metridia",NA,NA,3.8,1.6,1.881188119,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"111",201802,154,"S_sco","2",4,"Metridia",NA,NA,4.2,1.6,2.079207921,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"112",201802,154,"S_sco","2",5,"Metridia",NA,NA,3.1,1.6,1.534653466,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"113",201802,154,"S_sco","2",6,"Metridia",NA,NA,3.8,1.6,1.881188119,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"114",201802,154,"S_sco","2",7,"Metridia",NA,NA,3.6,1.6,1.782178218,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"115",201802,154,"S_sco","2",8,"Metridia",NA,NA,3.1,1.6,1.534653466,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"116",201802,154,"S_sco","2",9,"Metridia",NA,NA,4.1,1.6,2.029702971,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"117",201802,154,"S_sco","2",10,"Metridia",NA,NA,3.4,1.6,1.683168317,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"118",201802,154,"S_sco","2",1,"Ostracoda",NA,NA,2.3,2.5,0.72631579,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Ostracoda",84195,"Ostracoda","Class"
"119",201802,154,"S_sco","2",2,"Ostracoda",NA,NA,2.6,2.5,0.821052632,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Ostracoda",84195,"Ostracoda","Class"
"120",201802,154,"S_sco","2",3,"Ostracoda",NA,NA,1.8,2,0.705882353,"M60",NA,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Ostracoda",84195,"Ostracoda","Class"
