cruise,station,FishSpecies,FishNum,preyNum,preyTaxon,preyTaxa,preySpp,Ocularunits,Mag,prey_mm,Scope,preyCount,gutCount,Comments_prey,Comments_gut,forkLength
201802,149,A_pse,1,NA,Gammaridea,Gammarus,NA,NA,NA,NA,M60,15,406,NA,NA,238
201802,149,A_pse,1,NA,Calanus,NA,NA,NA,NA,NA,M60,1,406,NA,NA,238
201802,149,A_pse,1,NA,Calanus,NA,NA,NA,NA,NA,M60,1,406,C5,NA,238
201802,149,A_pse,1,NA,Bivalvia,NA,NA,NA,NA,NA,M60,3,406,Veliger,NA,238
201802,149,A_pse,1,NA,Gastropoda,Clione,NA,NA,NA,NA,M60,1,406,NA,NA,238
201802,149,A_pse,2,NA,Calanus,NA,NA,NA,NA,NA,M60,913,1976,NA,NA,186
201802,149,A_pse,2,NA,Calanus,NA,NA,NA,NA,NA,M60,296,1976,juvenile,NA,186
201802,149,A_pse,2,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,94,1976,NA,NA,186
201802,149,A_pse,2,NA,CalanoidSmall,Temora,NA,NA,NA,NA,M60,2,1976,NA,NA,186
201802,149,A_pse,2,NA,Cirripedia,NA,NA,NA,NA,NA,M60,6,1976,Cyprid,NA,186
201802,149,A_pse,2,NA,Caligidae,NA,NA,NA,NA,NA,M60,2,1976,NA,NA,186
201802,149,A_pse,2,NA,Appendicularia,NA,NA,NA,NA,NA,M60,3,1976,NA,NA,186
201802,149,A_pse,2,NA,Candacia,NA,NA,NA,NA,NA,M60,1,1976,NA,NA,186
201802,149,A_pse,2,NA,Oithona,NA,NA,NA,NA,NA,M60,1,1976,NA,NA,186
201802,149,A_pse,2,NA,Hyperiidae,Themisto,NA,NA,NA,NA,M60,2,1976,NA,NA,186
201802,149,A_pse,2,NA,Euphausiidae,Euphausia,NA,NA,NA,NA,M60,1,1976,NA,NA,186
201802,149,A_pse,2,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,49,1976,NA,NA,186
201802,149,A_pse,2,NA,CopepodDigested,NA,NA,NA,NA,NA,M60,593,1976,NA,NA,186
201802,149,A_pse,2,NA,FishRemains,NA,NA,NA,NA,NA,M60,9,1976,NA,NA,186
201802,149,A_pse,2,NA,Gammaridea,NA,NA,NA,NA,NA,M60,1,1976,NA,NA,186
201802,149,A_pse,2,NA,Hyperiidae,Hyperia,NA,NA,NA,NA,M60,1,1976,NA,NA,186
201802,149,A_pse,2,NA,Decapoda,Caridea,NA,NA,NA,NA,M60,1,1976,NA,NA,186
201802,149,A_pse,2,NA,Decapoda,Penaeidae,NA,NA,NA,NA,M60,1,1976,NA,NA,186
201802,153,S_sco,2,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,19,53,NA,NA,256
201802,153,S_sco,2,NA,Cirripedia,NA,NA,NA,NA,NA,M60,2,53,Cyprid,NA,256
201802,153,S_sco,2,NA,Appendicularia,NA,NA,NA,NA,NA,M60,32,53,NA,NA,256
201802,153,S_sco,3,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,5,122,NA,NA,179
201802,153,S_sco,3,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,94,122,NA,NA,179
201802,153,S_sco,3,NA,Appendicularia,NA,NA,NA,NA,NA,M60,20,122,NA,NA,179
201802,153,S_sco,3,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,2,122,NA,NA,179
201802,153,S_sco,3,NA,Calanus,NA,NA,NA,NA,NA,M60,1,122,NA,NA,179
201802,165,P_tri,2,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,10,14,NA,NA,171
201802,165,P_tri,2,NA,Appendicularia,NA,NA,NA,NA,NA,M60,4,14,NA,NA,171
201802,153,C_har,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,1,124,NA,NA,256
201802,153,C_har,1,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,6,124,NA,NA,256
201802,153,C_har,1,NA,Calanus,NA,NA,NA,NA,NA,M60,7,124,NA,NA,256
201802,153,C_har,1,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,107,124,NA,NA,256
201802,153,C_har,1,NA,Cirripedia,NA,NA,NA,NA,NA,M60,1,124,Cyprid,NA,256
201802,153,C_har,1,NA,Oithona,NA,NA,NA,NA,NA,M60,1,124,NA,NA,256
201802,153,C_har,1,NA,Paraeuchaeta,NA,NA,NA,NA,NA,M60,1,124,NA,NA,256
201802,153,C_har,1,NA,Parasite,NA,NA,NA,NA,NA,M60,NA,1,flatworm,NA,256
201802,154,C_har,3,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,342,379,NA,NA,239
201802,154,C_har,3,NA,Hyperiidae,Themisto,NA,NA,NA,NA,M60,2,379,NA,NA,239
201802,154,C_har,3,NA,Calanus,NA,NA,NA,NA,NA,M60,2,379,NA,NA,239
201802,154,C_har,3,NA,Appendicularia,NA,NA,NA,NA,NA,M60,8,379,NA,NA,239
201802,154,C_har,3,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,6,379,NA,NA,239
201802,154,C_har,3,NA,Candacia,NA,NA,NA,NA,NA,M60,1,379,NA,NA,239
201802,154,C_har,3,NA,Cirripedia,NA,NA,NA,NA,NA,M60,1,379,Cyprid,NA,239
201802,154,C_har,3,NA,Metridia,NA,NA,NA,NA,NA,M60,1,379,NA,NA,239
201802,154,C_har,3,NA,Metridia,NA,NA,NA,NA,NA,M60,1,379,juvenile,NA,239
201802,154,C_har,3,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,7,379,NA,NA,239
201802,154,C_har,3,NA,CopepodDigested,NA,NA,NA,NA,NA,M60,3,379,NA,NA,239
201802,154,C_har,3,NA,FishRemains,NA,NA,NA,NA,NA,M60,5,379,NA,NA,239
201802,153,A_aes,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,560,566,NA,NA,223
201802,153,A_aes,1,NA,Cirripedia,NA,NA,NA,NA,NA,M60,1,566,Cyprid,NA,223
201802,153,A_aes,1,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,2,566,NA,NA,223
201802,153,A_aes,1,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,3,566,NA,NA,223
201802,154,A_pse,3,NA,Appendicularia,NA,NA,NA,NA,NA,MZ12,1143,1419,NA,NA,212
201802,154,A_pse,3,NA,Chaetognatha,NA,NA,NA,NA,NA,MZ12,272,1419,NA,NA,212
201802,154,A_pse,3,NA,CalanoidSmall,NA,NA,NA,NA,NA,MZ12,1,1419,NA,NA,212
201802,154,A_pse,3,NA,Cirripedia,NA,NA,NA,NA,NA,MZ12,1,1419,Cyprid,NA,212
201802,154,A_pse,3,NA,Parasite,NA,NA,NA,NA,NA,MZ12,1,NA,Roundworm,NA,212
201802,154,A_pse,3,NA,UnknownSoft,NA,NA,NA,NA,NA,MZ12,2,1419,NA,NA,212
201802,154,C_har,2,NA,Chaetognatha,NA,NA,NA,NA,NA,MZ12,269,301,NA,NA,229
201802,154,C_har,2,NA,Calanus,NA,NA,NA,NA,NA,MZ12,13,301,NA,NA,229
201802,154,C_har,2,NA,CalanoidSmall,NA,NA,NA,NA,NA,MZ12,3,301,NA,NA,229
201802,154,C_har,2,NA,Appendicularia,NA,NA,NA,NA,NA,MZ12,8,301,NA,NA,229
201802,154,C_har,2,NA,Metridia,NA,NA,NA,NA,NA,MZ12,3,301,NA,NA,229
201802,154,C_har,2,NA,Metridia,NA,NA,NA,NA,NA,MZ12,1,301,juvenile,NA,229
201802,154,C_har,2,NA,Calanus,NA,NA,NA,NA,NA,MZ12,1,301,C3,NA,229
201802,154,C_har,2,NA,UnknownSoft,NA,NA,NA,NA,NA,MZ12,1,301,NA,NA,229
201802,154,C_har,2,NA,Caligidae,NA,NA,NA,NA,NA,MZ12,1,301,NA,NA,229
201802,154,C_har,2,NA,CopepodDigested,NA,NA,NA,NA,NA,MZ12,1,301,NA,NA,229
201802,154,C_har,2,NA,Parasite,NA,NA,NA,NA,NA,MZ12,1,NA,Flatworm,NA,229
201802,153,C_har,3,NA,Parasite,NA,NA,NA,NA,NA,M205C,1,18,flatworm,NA,256
201802,153,C_har,3,NA,Parasite,NA,NA,NA,NA,NA,M205C,1,18,roundworm,NA,256
201802,153,C_har,3,NA,CopepodDigested,NA,NA,NA,NA,NA,M205C,5,18,NA,NA,256
201802,153,C_har,3,NA,Chaetognatha,NA,NA,NA,NA,NA,M205C,4,18,NA,NA,256
201802,153,C_har,3,NA,Calanus,NA,NA,NA,NA,NA,M205C,7,18,NA,NA,256
201802,153,S_sco,1,NA,Appendicularia,NA,NA,NA,NA,NA,MZ12,11,23,NA,NA,174
201802,153,S_sco,1,NA,Hyperiidae,Themisto,NA,NA,NA,NA,MZ12,2,23,NA,NA,174
201802,153,S_sco,1,NA,UnknownSoft,NA,NA,NA,NA,NA,MZ12,3,23,NA,NA,174
201802,153,S_sco,1,NA,Amphipoda,NA,NA,NA,NA,NA,MZ12,2,23,NA,NA,174
201802,153,S_sco,1,NA,FishRemains,NA,NA,NA,NA,NA,MZ12,5,23,NA,NA,174
201802,153,S_sco,1,NA,Parasite,NA,NA,NA,NA,NA,MZ12,1,NA,Roundworm,NA,174
201802,154,S_sco,3,NA,Chaetognatha,NA,NA,NA,NA,NA,MZ12,57,96,NA,NA,254
201802,154,S_sco,3,NA,Calanus,NA,NA,NA,NA,NA,MZ12,1,96,juvenile,NA,254
201802,154,S_sco,3,NA,Metridia,NA,NA,NA,NA,NA,MZ12,5,96,NA,NA,254
201802,154,S_sco,3,NA,Appendicularia,NA,NA,NA,NA,NA,MZ12,10,96,NA,NA,254
201802,154,S_sco,3,NA,CalanoidSmall,NA,NA,NA,NA,NA,MZ12,4,96,NA,NA,254
201802,154,S_sco,3,NA,Calanus,NA,NA,NA,NA,NA,MZ12,1,96,NA,NA,254
201802,154,S_sco,3,NA,UnknownSoft,NA,NA,NA,NA,NA,MZ12,17,96,NA,NA,254
201802,154,S_sco,3,NA,Euphausiidae,NA,NA,NA,NA,NA,MZ12,1,96,NA,NA,254
201802,154,A_pse,2,NA,Appendicularia,NA,NA,NA,NA,NA,MZ12,997,1023,NA,NA,106
201802,154,A_pse,2,NA,Calanus,NA,NA,NA,NA,NA,MZ12,1,1023,NA,NA,106
201802,154,A_pse,2,NA,Chaetognatha,NA,NA,NA,NA,NA,MZ12,22,1023,NA,NA,106
201802,154,A_pse,2,NA,CalanoidSmall,NA,NA,NA,NA,NA,MZ12,2,1023,NA,NA,106
201802,154,A_pse,2,NA,Hyperiidae,NA,NA,NA,NA,NA,MZ12,1,1023,NA,NA,106
201802,172,P_tri,2,NA,Appendicularia,NA,NA,NA,NA,NA,MZ12,28,28,NA,NA,83
201802,136,P_tri,2,NA,UnknownSoft,NA,NA,NA,NA,,MZ12,282,282,NA,NA,209
201802,150,C_har,3,NA,Hyperiidae,NA,NA,NA,NA,NA,MZ12,6,215,NA,NA,269
201802,150,C_har,3,NA,CalanoidDigested,NA,NA,NA,NA,NA,MZ12,178,215,NA,NA,269
201802,150,C_har,3,NA,Calanus,NA,NA,NA,NA,NA,MZ12,26,215,NA,NA,269
201802,150,C_har,3,NA,Caligidae,NA,NA,NA,NA,NA,MZ12,2,215,NA,NA,269
201802,150,C_har,3,NA,CalanoidSmall,NA,NA,NA,NA,NA,MZ12,2,215,NA,NA,269
201802,150,C_har,3,NA,Hyperiidae,Themisto,NA,NA,NA,NA,MZ12,1,215,NA,NA,269
201802,136,P_tri,3,NA,Appendicularia,NA,NA,NA,NA,NA,MZ12,2,491,NA,NA,181
201802,136,P_tri,3,NA,FishEgg,NA,NA,NA,NA,NA,MZ12,1,491,NA,NA,181
201802,136,P_tri,3,NA,CalanoidSmall,NA,NA,NA,NA,NA,MZ12,7,491,NA,NA,181
201802,136,P_tri,3,NA,Sapphirinidae,Sapphirina,NA,NA,NA,NA,MZ12,3,491,NA,NA,181
201802,136,P_tri,3,NA,Mysida,Neomysis,NA,NA,NA,NA,MZ12,1,491,NA,NA,181
201802,136,P_tri,3,NA,Gammaridea,Gammarus,NA,NA,NA,NA,MZ12,1,491,NA,NA,181
201802,136,P_tri,3,NA,Amphipoda,NA,NA,NA,NA,NA,MZ12,5,491,NA,NA,181
201802,136,P_tri,3,NA,CopepodDigested,NA,NA,NA,NA,NA,MZ12,3,491,NA,NA,181
201802,136,P_tri,3,NA,UnknownSoft,NA,NA,NA,NA,NA,MZ12,467,491,NA,NA,181
201802,136,P_tri,3,NA,Hyperiidae,NA,NA,NA,NA,NA,MZ12,1,491,NA,NA,181
201802,159,A_aes,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,133,136,NA,NA,221
201802,159,A_aes,1,NA,Euphausiidae,NA,NA,NA,NA,NA,M60,1,136,Calyptopis,NA,221
201802,159,A_aes,1,NA,Euphausiidae,NA,NA,NA,NA,NA,M60,2,136,Furcilia,NA,221
201802,161,P_tri,1,NA,Hyperiidae,Phronima,NA,NA,NA,NA,M205C,1,14,NA,NA,156
201802,161,P_tri,1,NA,Hyperiidae,Themisto,NA,NA,NA,NA,M205C,1,14,NA,NA,156
201802,161,P_tri,1,NA,UnknownSoft,NA,NA,NA,NA,NA,M205C,11,14,NA,NA,156
201802,161,P_tri,1,NA,UnknownSoft,NA,NA,NA,NA,NA,M205C,1,14,Phronima_case,NA,156
201802,161,S_sco,3,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,5,6,NA,NA,156
201802,161,S_sco,3,NA,Appendicularia,NA,NA,NA,NA,NA,M60,1,6,NA,NA,156
201802,165,P_tri,2*,NA,Appendicularia,NA,NA,NA,NA,NA,M60,72,110,NA,NA,171
201802,165,P_tri,2*,NA,Cirripedia,NA,NA,NA,NA,NA,M60,1,110,Cyprid,NA,171
201802,165,P_tri,2*,NA,CalanoidSmall,Centropages,NA,NA,NA,NA,M60,2,110,NA,NA,171
201802,165,P_tri,2*,NA,Rhincalanus,NA,NA,NA,NA,NA,M60,1,110,NA,NA,171
201802,165,P_tri,2*,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,5,110,NA,NA,171
201802,165,P_tri,2*,NA,Oithona,NA,NA,NA,NA,NA,M60,1,110,NA,NA,171
201802,165,P_tri,2*,NA,Euphausiidae,NA,NA,NA,NA,NA,M60,2,110,Calyptopis,NA,171
201802,165,P_tri,2*,NA,CalanoidSmall,Temora,NA,NA,NA,NA,M60,1,110,NA,NA,171
201802,165,P_tri,2*,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,25,110,NA,NA,171
201802,218,S_sco,3,NA,Appendicularia,NA,NA,NA,NA,NA,M60,6,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,Calanus,NA,NA,NA,NA,NA,M60,10,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,31,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,CalanoidSmall,Temora,NA,NA,NA,NA,M60,1,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,Euphausiidae,NA,NA,NA,NA,NA,M60,2,1472,Calyptopis,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,Euphausiidae,Thysanopoda,NA,NA,NA,NA,M60,1,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,Caligidae,NA,NA,NA,NA,NA,M60,6,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,FishRemains,NA,NA,NA,NA,NA,M60,4,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,1408,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,Amphipoda,NA,NA,NA,NA,NA,M60,1,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,Metridia,NA,NA,NA,NA,NA,M60,1,1472,NA,Most of caudal fin gone,NA
201802,218,S_sco,3,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,1,1472,NA,Most of caudal fin gone,NA
201802,169,P_tri,1,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,4,10,NA,NA,170
201802,169,P_tri,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,6,10,NA,NA,170
201802,154,A_aes,1,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,10,25,NA,NA,206
201802,154,A_aes,1,NA,Cirripedia,NA,NA,NA,NA,NA,M60,1,25,Cyprid,NA,206
201802,154,A_aes,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,10,25,NA,NA,206
201802,154,A_aes,1,NA,Calanus,NA,NA,NA,NA,NA,M60,1,25,NA,NA,206
201802,154,A_aes,1,NA,Parasite,NA,NA,NA,NA,NA,M60,1,NA,Worm,NA,206
201802,154,A_aes,1,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,2,25,NA,NA,206
201802,154,A_aes,1,NA,Hyperiidae,Themisto,NA,NA,NA,NA,M60,1,25,NA,NA,206
201802,154,C_har,1,NA,Chaetognatha,NA,NA,NA,NA,NA,M60,10,19,NA,NA,248
201802,154,C_har,1,NA,Parasite,NA,NA,NA,NA,NA,M60,3,NA,Worm,NA,248
201802,154,C_har,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,4,19,NA,NA,248
201802,154,C_har,1,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,3,19,NA,NA,248
201802,154,C_har,1,NA,CalanoidSmall,Temora,NA,NA,NA,NA,M60,1,19,NA,NA,248
201802,154,C_har,1,NA,Hyperiidae,NA,NA,NA,NA,NA,M60,1,19,NA,NA,248
201802,161,S_sco,1,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,18,44,NA,NA,279
201802,161,S_sco,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,25,44,NA,NA,279
201802,161,S_sco,1,NA,Amphipoda,NA,NA,NA,NA,NA,M60,1,44,NA,NA,279
201802,64,A_pse,3,NA,Hyperiidae,Themisto,NA,NA,NA,NA,M60,14,41,NA,NA,104
201802,64,A_pse,3,NA,Mysida,Neomysis,NA,NA,NA,NA,M60,1,41,NA,NA,104
201802,64,A_pse,3,NA,CalanoidSmall,Centropages,NA,NA,NA,NA,M60,7,41,NA,NA,104
201802,64,A_pse,3,NA,Caligidae,NA,NA,NA,NA,NA,M60,2,41,NA,NA,104
201802,64,A_pse,3,NA,Bivalvia,NA,NA,NA,NA,NA,M60,1,41,Veliger,NA,104
201802,64,A_pse,3,NA,Hyperiidae,Themistella,NA,NA,NA,NA,M60,3,41,NA,NA,104
201802,64,A_pse,3,NA,FishRemains,NA,NA,NA,NA,NA,M60,8,41,NA,NA,104
201802,64,A_pse,3,NA,Hyperiidae,NA,NA,NA,NA,NA,M60,5,41,juvenile,NA,104
201802,218,A_aes,1,NA,Appendicularia,NA,NA,NA,NA,NA,M60,2321,3164,NA,NA,194
201802,218,A_aes,1,NA,Metridia,NA,NA,NA,NA,NA,M60,63,3164,NA,NA,194
201802,218,A_aes,1,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,242,3164,NA,NA,194
201802,218,A_aes,1,NA,Calanus,NA,NA,NA,NA,NA,M60,292,3164,NA,NA,194
201802,218,A_aes,1,NA,Caligidae,NA,NA,NA,NA,NA,M60,1,3164,NA,NA,194
201802,218,A_aes,1,NA,CalanoidSmall,Centropages,NA,NA,NA,NA,M60,6,3164,NA,NA,194
201802,218,A_aes,1,NA,Paraeuchaeta,NA,NA,NA,NA,NA,M60,1,3164,NA,NA,194
201802,218,A_aes,1,NA,Hyperiidae,Themisto,NA,NA,NA,NA,M60,1,3164,NA,NA,194
201802,218,A_aes,1,NA,Monstrilloida,NA,NA,NA,NA,NA,M60,2,3164,NA,NA,194
201802,218,A_aes,1,NA,Oithona,NA,NA,NA,NA,NA,M60,3,3164,NA,NA,194
201802,218,A_aes,1,NA,FishRemains,NA,NA,NA,NA,NA,M60,46,3164,NA,NA,194
201802,218,A_aes,1,NA,UnknownSoft,NA,NA,NA,NA,NA,M60,8,3164,NA,NA,194
201802,218,A_aes,1,NA,CopepodDigested,NA,NA,NA,NA,NA,M60,176,3164,NA,NA,194
201802,218,A_aes,1,NA,Euphausiidae,NA,NA,NA,NA,NA,M60,2,3164,NA,NA,194
201802,239,A_pse,2,NA,Appendicularia,NA,NA,NA,NA,NA,M60,966,1049,NA,NA,238
201802,239,A_pse,2,NA,Gastropoda,NA,NA,NA,NA,NA,M60,81,1049,Egg,NA,238
201802,239,A_pse,2,NA,FishEgg,NA,NA,NA,NA,NA,M60,1,1049,NA,NA,238
201802,239,A_pse,2,NA,CopepodDigested,NA,NA,NA,NA,NA,M60,1,1049,NA,NA,238
201802,239,C_har,1,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,2,2,NA,NA,271
201802,236,A_pse,1,NA,Paraeuchaeta,NA,NA,NA,NA,NA,M60,4,4,"only genital segments, too digested",NA,271
201802,239,S_sco,2,NA,Cirripedia,NA,NA,NA,NA,NA,M60,6,480,Cyprid,NA,254
201802,239,S_sco,2,NA,CalanoidSmall,NA,NA,NA,NA,NA,M60,307,480,NA,NA,254
201802,239,S_sco,2,NA,Calanus,NA,NA,NA,NA,NA,M60,103,480,NA,NA,254
201802,239,S_sco,2,NA,Metridia,NA,NA,NA,NA,NA,M60,20,480,NA,NA,254
