"","Cruise","Station","FishSpecies","FishNum","PreyNumber","GutItem","PreyTaxa","PreySpp","Ocularunits","Mag","Prey_mm","Scope","Total_prey","Total_gut","Comments_prey","Comments_gut","FL_mm","STRATUM","TOW","BEGIN_GMT_TOWDATE","TOWDUR","AVGDEPTH","BEGLAT","BEGLON","DECDEG_BEGLAT","DECDEG_BEGLON","Llopiz_taxa","TSN","Scientific Name","Rank Name"
"21",201802,153,"C_har","2",1,"Calanus",NA,NA,7.8,2.5,2.463157897,"M60",NA,24,"Juvenile",NA,255,1060,2,2018-04-18 13:17:00,20.01,76,4022.6259,7145.1117,40.377098,-71.751862,"Calanus",85263,"Calanus","Genus"
"22",201802,153,"C_har","2",1,"Cirripedia",NA,NA,2.2,1.6,1.089108911,"M60",NA,24,"Cyprid",NA,255,1060,2,2018-04-18 13:17:00,20.01,76,4022.6259,7145.1117,40.377098,-71.751862,"Cirripedia",89433,"Cirripedia","Infraclass"
"23",201802,153,"C_har","2",1,"Appendicularia",NA,NA,2.2,1.6,1.089108911,"M60",NA,24,NA,NA,255,1060,2,2018-04-18 13:17:00,20.01,76,4022.6259,7145.1117,40.377098,-71.751862,"Appendicularia",159664,"Appendicularia","Class"
"24",201802,153,"C_har","2",1,"Calanus",NA,NA,4.8,1.6,2.376237624,"M60",NA,24,NA,NA,255,1060,2,2018-04-18 13:17:00,20.01,76,4022.6259,7145.1117,40.377098,-71.751862,"Calanus",85263,"Calanus","Genus"
"25",201802,160,"A_pse","3",1,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"26",201802,160,"A_pse","3",2,"Appendicularia",NA,NA,2.1,1.25,1.346153846,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"27",201802,160,"A_pse","3",3,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"28",201802,160,"A_pse","3",4,"Appendicularia",NA,NA,2.6,1.25,1.666666667,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"29",201802,160,"A_pse","3",5,"Appendicularia",NA,NA,4.7,2.5,1.484210528,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"30",201802,160,"A_pse","3",6,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"31",201802,160,"A_pse","3",7,"Appendicularia",NA,NA,2.7,1.25,1.730769231,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"32",201802,160,"A_pse","3",8,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"33",201802,160,"A_pse","3",9,"Appendicularia",NA,NA,2,1.25,1.282051282,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"34",201802,160,"A_pse","3",10,"Appendicularia",NA,NA,1.8,1.25,1.153846154,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"35",201802,160,"A_pse","3",1,"Parasite",NA,NA,18.5,1.25,11.85897436,"M60",NA,24,NA,NA,256,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Parasite",202423,"Animalia","Kingdom"
"36",201802,160,"A_pse","2",1,"Appendicularia",NA,NA,2.8,1.25,1.794871795,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"37",201802,160,"A_pse","2",2,"Appendicularia",NA,NA,1.7,1.25,1.08974359,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"38",201802,160,"A_pse","2",3,"Appendicularia",NA,NA,2.9,1.25,1.858974359,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"39",201802,160,"A_pse","2",4,"Appendicularia",NA,NA,1.7,1.25,1.08974359,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"40",201802,160,"A_pse","2",5,"Appendicularia",NA,NA,1.5,1.25,0.961538462,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"41",201802,160,"A_pse","2",6,"Appendicularia",NA,NA,2.2,1.25,1.41025641,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"42",201802,160,"A_pse","2",7,"Appendicularia",NA,NA,1.6,1.25,1.025641026,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"43",201802,160,"A_pse","2",8,"Appendicularia",NA,NA,1.6,1.25,1.025641026,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"44",201802,160,"A_pse","2",9,"Appendicularia",NA,NA,2.1,1.25,1.346153846,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"45",201802,160,"A_pse","2",10,"Appendicularia",NA,NA,2.2,1.25,1.41025641,"M60",NA,288,NA,NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"46",201802,160,"A_pse","2",1,"Decapoda",NA,NA,4.4,1.25,2.82051282,"M60",NA,288,"Shrimp Zooae",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Decapoda",NA,NA,NA
"47",201802,160,"A_pse","2",2,"Decapoda",NA,NA,4.2,1.25,2.692307692,"M60",NA,288,"Shrimp Zooae",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Decapoda",NA,NA,NA
"48",201802,160,"A_pse","2",3,"Decapoda",NA,NA,6,1.25,3.846153846,"M60",NA,288,"Shrimp Zooae",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Decapoda",NA,NA,NA
"49",201802,160,"A_pse","2",4,"Decapoda",NA,NA,3.4,1.25,2.179487179,"M60",NA,288,"Shrimp Zooae",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Decapoda",NA,NA,NA
"50",201802,160,"A_pse","2",5,"Decapoda",NA,NA,3.5,1.25,2.243589744,"M60",NA,288,"Shrimp Zooae",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Decapoda",NA,NA,NA
"51",201802,160,"A_pse","2",6,"Decapoda",NA,NA,2.5,1.25,1.602564103,"M60",NA,288,"Shrimp Zooae",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Decapoda",NA,NA,NA
"52",201802,160,"A_pse","2",1,"Euphausiidae",NA,NA,1.4,1.25,0.897435897,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"53",201802,160,"A_pse","2",2,"Euphausiidae",NA,NA,4.3,1.25,2.756410256,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"54",201802,160,"A_pse","2",3,"Euphausiidae",NA,NA,2.1,1.25,1.346153846,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"55",201802,160,"A_pse","2",4,"Euphausiidae",NA,NA,2,1.25,1.282051282,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"56",201802,160,"A_pse","2",5,"Euphausiidae",NA,NA,3,1.25,1.923076923,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"57",201802,160,"A_pse","2",6,"Euphausiidae",NA,NA,1.9,1.25,1.217948718,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"58",201802,160,"A_pse","2",7,"Euphausiidae",NA,NA,2.8,1.25,1.794871795,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"59",201802,160,"A_pse","2",8,"Euphausiidae",NA,NA,2.1,1.25,1.346153846,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"60",201802,160,"A_pse","2",9,"Euphausiidae",NA,NA,1.6,1.25,1.025641026,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"61",201802,160,"A_pse","2",10,"Euphausiidae",NA,NA,2.5,1.25,1.602564103,"M60",NA,288,"Calyptopis",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"62",201802,160,"A_pse","2",1,"Euphausiidae",NA,NA,6.9,2,2.705882355,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"63",201802,160,"A_pse","2",2,"Euphausiidae",NA,NA,6.4,1.25,4.102564102,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"64",201802,160,"A_pse","2",3,"Euphausiidae",NA,NA,5.2,1.25,3.333333333,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"65",201802,160,"A_pse","2",4,"Euphausiidae",NA,NA,5.8,1.25,3.717948718,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"66",201802,160,"A_pse","2",5,"Euphausiidae",NA,NA,6.3,1.25,4.038461538,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"67",201802,160,"A_pse","2",6,"Euphausiidae",NA,NA,4.3,1.25,2.756410256,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"68",201802,160,"A_pse","2",7,"Euphausiidae",NA,NA,6.5,1.25,4.166666667,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"69",201802,160,"A_pse","2",8,"Euphausiidae",NA,NA,4.6,1.25,2.948717949,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"70",201802,160,"A_pse","2",9,"Euphausiidae",NA,NA,3.2,1.25,2.051282051,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"71",201802,160,"A_pse","2",10,"Euphausiidae",NA,NA,3.4,1.25,2.179487179,"M60",NA,288,"Furcilia",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"72",201802,160,"A_pse","2",1,"Parasite",NA,NA,NA,NA,150,"M60",NA,288,"roundworm",NA,248,1070,1,2018-04-19 12:58:00,19.99,134,4009.1497,7048.8629,40.152495,-70.814382,"Parasite",202423,"Animalia","Kingdom"
"73",201802,154,"S_sco","2",1,"Chaetognatha",NA,NA,12.8,0.63,16.84210527,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"74",201802,154,"S_sco","2",2,"Chaetognatha",NA,NA,15.9,0.63,20.92105264,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"75",201802,154,"S_sco","2",3,"Chaetognatha",NA,NA,15,0.63,19.73684211,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"76",201802,154,"S_sco","2",4,"Chaetognatha",NA,NA,11.8,0.63,15.52631579,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"77",201802,154,"S_sco","2",5,"Chaetognatha",NA,NA,12.8,0.63,16.84210527,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"78",201802,154,"S_sco","2",6,"Chaetognatha",NA,NA,12.3,0.63,16.18421053,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"79",201802,154,"S_sco","2",7,"Chaetognatha",NA,NA,12.6,0.63,16.57894737,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"80",201802,154,"S_sco","2",8,"Chaetognatha",NA,NA,20.8,0.63,27.36842106,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"81",201802,154,"S_sco","2",9,"Chaetognatha",NA,NA,17.1,0.63,22.50000001,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"82",201802,154,"S_sco","2",10,"Chaetognatha",NA,NA,13.2,0.63,17.36842106,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"83",201802,154,"S_sco","2",1,"Calanus",NA,NA,6.5,3.2,1.585365854,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"84",201802,154,"S_sco","2",2,"Calanus",NA,NA,6.8,2.5,2.147368423,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"85",201802,154,"S_sco","2",3,"Calanus",NA,NA,4.7,1.6,2.326732674,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"86",201802,154,"S_sco","2",4,"Calanus",NA,NA,5.1,1.6,2.524752476,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"87",201802,154,"S_sco","2",5,"Calanus",NA,NA,5.3,1.6,2.623762377,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"88",201802,154,"S_sco","2",1,"CalanoidSmall",NA,NA,4.3,4,0.851485149,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"89",201802,154,"S_sco","2",2,"CalanoidSmall",NA,NA,4.6,2,1.80392157,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"90",201802,154,"S_sco","2",3,"CalanoidSmall",NA,NA,3.3,1.6,1.633663367,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"91",201802,154,"S_sco","2",4,"CalanoidSmall",NA,NA,2.4,1.6,1.188118812,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"92",201802,154,"S_sco","2",5,"CalanoidSmall",NA,NA,3,1.6,1.485148515,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"93",201802,154,"S_sco","2",6,"CalanoidSmall",NA,NA,2.7,1.6,1.336633664,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"94",201802,154,"S_sco","2",7,"CalanoidSmall",NA,NA,3.8,1.6,1.881188119,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"95",201802,154,"S_sco","2",8,"CalanoidSmall",NA,NA,1.8,1.6,0.891089109,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"96",201802,154,"S_sco","2",9,"CalanoidSmall",NA,NA,2.9,1.6,1.435643565,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"97",201802,154,"S_sco","2",10,"CalanoidSmall",NA,NA,2.7,1.6,1.336633664,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"98",201802,154,"S_sco","2",1,"Appendicularia",NA,NA,4.5,3.2,1.097560976,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"99",201802,154,"S_sco","2",2,"Appendicularia",NA,NA,2.2,1,1.774193549,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"100",201802,154,"S_sco","2",3,"Appendicularia",NA,NA,1.7,1,1.370967742,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"101",201802,154,"S_sco","2",4,"Appendicularia",NA,NA,1.3,1,1.048387097,"M60",NA,605,NA,NA,262,1020,8,2018-04-18 17:39:00,20,62,4014.6845,7214.3863,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
