"","cruise","station","FishSpecies","FishNum","preyNum","preyTaxon","preyTaxa","preySpp","Ocularunits","Mag","prey_mm","Scope","preyCount","gutCount","Comments_prey","Comments_gut","forkLength","BEGIN_GMT_TOWDATE","average_depth","decimalLatitude","decimalLongitude","Llopiz_taxa","scientificNameID_preyTaxon","scientificName_preyTaxon","scientificName_Rank"
"19",201802,160,"A_pse","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",19,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"20",201802,160,"A_pse","3",NA,"Parasite",NA,NA,NA,NA,NA,"M60",1,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Parasite",202423,"Animalia","Kingdom"
"21",201802,160,"A_pse","3",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",1,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Gammaridea",93295,"Gammaridea","Suborder"
"22",201802,160,"A_pse","3",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",3,24,NA,NA,256,2018-04-19 12:58:00,134,40.152495,-70.814382,"Hyperiidae",95108,"Hyperiidae","Family"
"23",201802,160,"A_pse","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",180,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Appendicularia",159664,"Appendicularia","Class"
"24",201802,160,"A_pse","2",NA,"Euphausiidae",NA,NA,NA,NA,NA,"M60",29,288,"Calyptopis",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"25",201802,160,"A_pse","2",NA,"Decapoda",NA,NA,NA,NA,NA,"M60",15,288,"Shrimp Zooae",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Decapoda",95599,"Decopoda","Order"
"26",201802,160,"A_pse","2",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",1,288,"Cyprid",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Cirripedia",89433,"Cirripedia","Infraclass"
"27",201802,160,"A_pse","2",NA,"Euphausiidae",NA,NA,NA,NA,NA,"M60",58,288,"Furcilia",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Euphausiidae",95500,"Euphausiidae","Family"
"28",201802,160,"A_pse","2",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",1,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"FishRemains",914179,"Gnathostomata",NA
"29",201802,160,"A_pse","2",NA,"Hyperiidae",NA,NA,NA,NA,NA,"M60",4,288,NA,NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Hyperiidae",95108,"Hyperiidae","Family"
"30",201802,160,"A_pse","2",NA,"Parasite",NA,NA,NA,NA,NA,"M60",1,NA,"Roundworm",NA,248,2018-04-19 12:58:00,134,40.152495,-70.814382,"Parasite",202423,"Animalia","Kingdom"
"31",201802,154,"S_sco","2",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",394,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"32",201802,154,"S_sco","2",NA,"Calanus",NA,NA,NA,NA,NA,"M60",5,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"33",201802,154,"S_sco","2",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",17,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"34",201802,154,"S_sco","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",147,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"35",201802,154,"S_sco","2",NA,"Metridia",NA,NA,NA,NA,NA,"M60",21,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"36",201802,154,"S_sco","2",NA,"Ostracoda",NA,NA,NA,NA,NA,"M60",4,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Ostracoda",84195,"Ostracoda","Class"
"37",201802,154,"S_sco","2",NA,"Bivalvia",NA,NA,NA,NA,NA,"M60",1,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Bivalvia",79118,"Bivalvia","Class"
"38",201802,154,"S_sco","2",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",2,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Themisto",95167,"Themisto","Genus"
"39",201802,154,"S_sco","2",NA,"CalanoidSmall","Centropages",NA,NA,NA,NA,"M60",4,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Centropages",85761,"Centropages","Genus"
"40",201802,154,"S_sco","2",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",1,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Gammaridea",93295,"Gammaridea","Suborder"
"41",201802,154,"S_sco","2",NA,"CalanoidSmall","Temora",NA,NA,NA,NA,"M60",1,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Temora",85874,"Temora","Genus"
"42",201802,154,"S_sco","2",NA,"Calanus",NA,NA,NA,NA,NA,"M60",1,605,"Juvenile",NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"43",201802,154,"S_sco","2",NA,"CopepodUnknown",NA,NA,NA,NA,NA,"M60",5,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"CopepodUnknown",85257,"Copepoda",NA
"44",201802,154,"S_sco","2",NA,"Mysida","Neomysis",NA,NA,NA,NA,"M60",2,605,NA,NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Neomysis",90054,"Neomysis","Genus"
"45",201802,154,"S_sco","2",NA,"Parasite",NA,NA,NA,NA,NA,"M60",1,605,"Roundworm",NA,262,2018-04-18 17:39:00,62,40.244742,-72.239772,"Parasite",202423,"Animalia","Kingdom"
"46",201802,161,"P_tri","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",1,9,NA,NA,166,2018-04-19 15:05:00,137,40.055582,-70.72235,"Appendicularia",159664,"Appendicularia","Class"
"47",201802,161,"P_tri","2",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",8,9,NA,NA,166,2018-04-19 15:05:00,137,40.055582,-70.72235,"UnknownSoft",202423,"Animalia","Kingdom"
"48",201802,170,"P_tri","1",NA,"Calanus",NA,NA,NA,NA,NA,"M60",1,1,NA,NA,79,2018-04-20 17:32:00,83,40.282707,-69.329193,"Calanus",85263,"Calanus","Genus"
"49",201802,208,"S_sco","2",NA,"Gammaridea","Gammarus",NA,NA,NA,NA,"M60",12,143,NA,NA,266,2018-05-02 02:01:00,31,40.918007,-70.191963,"Gammarus",93773,"Gammarus","Genus"
"50",201802,208,"S_sco","2",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",90,143,"Juvenile",NA,266,2018-05-02 02:01:00,31,40.918007,-70.191963,"Gammaridea",93295,"Gammaridea","Suborder"
"51",201802,208,"S_sco","2",NA,"Caligidae",NA,NA,NA,NA,NA,"M60",8,143,NA,NA,266,2018-05-02 02:01:00,31,40.918007,-70.191963,"Caligidae",89008,"Caligidae","Family"
"52",201802,208,"S_sco","2",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",31,143,NA,NA,266,2018-05-02 02:01:00,31,40.918007,-70.191963,"FishRemains",914179,"Gnathostomata",NA
"53",201802,208,"S_sco","2",NA,"Caprellidae",NA,NA,NA,NA,NA,"M60",1,143,NA,NA,266,2018-05-02 02:01:00,31,40.918007,-70.191963,"Caprellidae",95375,"Caprellidae","Family"
"54",201802,208,"S_sco","2",NA,"Parasite",NA,NA,NA,NA,NA,"M60",3,NA,"Worm",NA,266,2018-05-02 02:01:00,31,40.918007,-70.191963,"Parasite",202423,"Animalia","Kingdom"
"55",201802,149,"A_pse","1",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",150,406,NA,NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Themisto",95167,"Themisto","Genus"
"56",201802,149,"A_pse","1",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",182,406,"juvenile",NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Themisto",95167,"Themisto","Genus"
"57",201802,149,"A_pse","1",NA,"Caligidae",NA,NA,NA,NA,NA,"M60",14,406,NA,NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Caligidae",89008,"Caligidae","Family"
"58",201802,149,"A_pse","1",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",8,406,"Cyprid",NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Cirripedia",89433,"Cirripedia","Infraclass"
"59",201802,149,"A_pse","1",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",28,406,NA,NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"FishRemains",914179,"Gnathostomata",NA
"60",201802,149,"A_pse","1",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",3,406,NA,NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"61",201802,149,"A_pse","1",NA,"Gammaridea","Gammarus",NA,NA,NA,NA,"M60",15,406,NA,NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Gammarus",93773,"Gammarus","Genus"
"62",201802,149,"A_pse","1",NA,"Calanus",NA,NA,NA,NA,NA,"M60",1,406,NA,NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Calanus",85263,"Calanus","Genus"
"63",201802,149,"A_pse","1",NA,"Calanus",NA,NA,NA,NA,NA,"M60",1,406,"C5",NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Calanus",85263,"Calanus","Genus"
"64",201802,149,"A_pse","1",NA,"Bivalvia",NA,NA,NA,NA,NA,"M60",3,406,"Veliger",NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Bivalvia",79118,"Bivalvia","Class"
"65",201802,149,"A_pse","1",NA,"Gastropoda","Clione",NA,NA,NA,NA,"M60",1,406,NA,NA,238,2018-04-18 00:52:00,62,40.885202,-71.439065,"Clione",78088,"Clione","Genus"
"66",201802,149,"A_pse","2",NA,"Calanus",NA,NA,NA,NA,NA,"M60",913,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Calanus",85263,"Calanus","Genus"
"67",201802,149,"A_pse","2",NA,"Calanus",NA,NA,NA,NA,NA,"M60",296,1976,"juvenile",NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Calanus",85263,"Calanus","Genus"
"68",201802,149,"A_pse","2",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",94,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"CalanoidSmall",85258,"Calanoida",NA
"69",201802,149,"A_pse","2",NA,"CalanoidSmall","Temora",NA,NA,NA,NA,"M60",2,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Temora",85874,"Temora","Genus"
"70",201802,149,"A_pse","2",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",6,1976,"Cyprid",NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Cirripedia",89433,"Cirripedia","Infraclass"
"71",201802,149,"A_pse","2",NA,"Caligidae",NA,NA,NA,NA,NA,"M60",2,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Caligidae",89008,"Caligidae","Family"
"72",201802,149,"A_pse","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",3,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Appendicularia",159664,"Appendicularia","Class"
"73",201802,149,"A_pse","2",NA,"Candacia",NA,NA,NA,NA,NA,"M60",1,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Candacia",86020,"Candacia","Genus"
"74",201802,149,"A_pse","2",NA,"Oithona",NA,NA,NA,NA,NA,"M60",1,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Oithona",88802,"Oithona","Genus"
"75",201802,149,"A_pse","2",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",2,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Themisto",95167,"Themisto","Genus"
"76",201802,149,"A_pse","2",NA,"Euphausiidae","Euphausia",NA,NA,NA,NA,"M60",1,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Euphausia",95501,"Euphausia","Genus"
"77",201802,149,"A_pse","2",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",49,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Chaetognatha",158650,"Chaetognatha","Phylum"
"78",201802,149,"A_pse","2",NA,"CopepodDigested",NA,NA,NA,NA,NA,"M60",593,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"CopepodDigested",85257,"Copepoda",NA
"79",201802,149,"A_pse","2",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",9,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"FishRemains",914179,"Gnathostomata",NA
"80",201802,149,"A_pse","2",NA,"Gammaridea",NA,NA,NA,NA,NA,"M60",1,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Gammaridea",93295,"Gammaridea","Suborder"
"81",201802,149,"A_pse","2",NA,"Hyperiidae","Hyperia",NA,NA,NA,NA,"M60",1,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Hyperia",95109,"Hyperia","Genus"
"82",201802,149,"A_pse","2",NA,"Decapoda","Caridea",NA,NA,NA,NA,"M60",1,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Caridea",96106,"Caridea","Infraorder"
"83",201802,149,"A_pse","2",NA,"Decapoda","Penaeidae",NA,NA,NA,NA,"M60",1,1976,NA,NA,186,2018-04-18 00:52:00,62,40.885202,-71.439065,"Penaeidae",95602,"Penaeidae","Family"
"84",201802,153,"S_sco","2",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",19,53,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"UnknownSoft",202423,"Animalia","Kingdom"
"85",201802,153,"S_sco","2",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",2,53,"Cyprid",NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Cirripedia",89433,"Cirripedia","Infraclass"
"86",201802,153,"S_sco","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",32,53,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Appendicularia",159664,"Appendicularia","Class"
"87",201802,153,"S_sco","3",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",5,122,NA,NA,179,2018-04-18 13:17:00,76,40.377098,-71.751862,"UnknownSoft",202423,"Animalia","Kingdom"
"88",201802,153,"S_sco","3",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",94,122,NA,NA,179,2018-04-18 13:17:00,76,40.377098,-71.751862,"Chaetognatha",158650,"Chaetognatha","Phylum"
"89",201802,153,"S_sco","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",20,122,NA,NA,179,2018-04-18 13:17:00,76,40.377098,-71.751862,"Appendicularia",159664,"Appendicularia","Class"
"90",201802,153,"S_sco","3",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",2,122,NA,NA,179,2018-04-18 13:17:00,76,40.377098,-71.751862,"CalanoidSmall",85258,"Calanoida",NA
"91",201802,153,"S_sco","3",NA,"Calanus",NA,NA,NA,NA,NA,"M60",1,122,NA,NA,179,2018-04-18 13:17:00,76,40.377098,-71.751862,"Calanus",85263,"Calanus","Genus"
"92",201802,165,"P_tri","2",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",10,14,NA,NA,171,2018-04-20 01:11:00,116,40.162723,-70.305523,"UnknownSoft",202423,"Animalia","Kingdom"
"93",201802,165,"P_tri","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",4,14,NA,NA,171,2018-04-20 01:11:00,116,40.162723,-70.305523,"Appendicularia",159664,"Appendicularia","Class"
"94",201802,153,"C_har","1",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",1,124,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Appendicularia",159664,"Appendicularia","Class"
"95",201802,153,"C_har","1",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",6,124,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"CalanoidSmall",85258,"Calanoida",NA
"96",201802,153,"C_har","1",NA,"Calanus",NA,NA,NA,NA,NA,"M60",7,124,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Calanus",85263,"Calanus","Genus"
"97",201802,153,"C_har","1",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",107,124,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Chaetognatha",158650,"Chaetognatha","Phylum"
"98",201802,153,"C_har","1",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",1,124,"Cyprid",NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Cirripedia",89433,"Cirripedia","Infraclass"
"99",201802,153,"C_har","1",NA,"Oithona",NA,NA,NA,NA,NA,"M60",1,124,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Oithona",88802,"Oithona","Genus"
"100",201802,153,"C_har","1",NA,"Paraeuchaeta",NA,NA,NA,NA,NA,"M60",1,124,NA,NA,256,2018-04-18 13:17:00,76,40.377098,-71.751862,"Paraeuchaeta",610024,"Paraeuchaeta","Genus"
"101",201802,154,"C_har","3",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",342,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"102",201802,154,"C_har","3",NA,"Hyperiidae","Themisto",NA,NA,NA,NA,"M60",2,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Themisto",95167,"Themisto","Genus"
"103",201802,154,"C_har","3",NA,"Calanus",NA,NA,NA,NA,NA,"M60",2,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"104",201802,154,"C_har","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",8,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"105",201802,154,"C_har","3",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"M60",6,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"106",201802,154,"C_har","3",NA,"Candacia",NA,NA,NA,NA,NA,"M60",1,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Candacia",86020,"Candacia","Genus"
"107",201802,154,"C_har","3",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",1,379,"Cyprid",NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Cirripedia",89433,"Cirripedia","Infraclass"
"108",201802,154,"C_har","3",NA,"Metridia",NA,NA,NA,NA,NA,"M60",1,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"109",201802,154,"C_har","3",NA,"Metridia",NA,NA,NA,NA,NA,"M60",1,379,"juvenile",NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"Metridia",85734,"Metridia","Genus"
"110",201802,154,"C_har","3",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",7,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"UnknownSoft",202423,"Animalia","Kingdom"
"111",201802,154,"C_har","3",NA,"CopepodDigested",NA,NA,NA,NA,NA,"M60",3,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"CopepodDigested",85257,"Copepoda",NA
"112",201802,154,"C_har","3",NA,"FishRemains",NA,NA,NA,NA,NA,"M60",5,379,NA,NA,239,2018-04-18 17:39:00,62,40.244742,-72.239772,"FishRemains",914179,"Gnathostomata",NA
"113",201802,153,"A_aes","1",NA,"Appendicularia",NA,NA,NA,NA,NA,"M60",560,566,NA,NA,223,2018-04-18 13:17:00,76,40.377098,-71.751862,"Appendicularia",159664,"Appendicularia","Class"
"114",201802,153,"A_aes","1",NA,"Cirripedia",NA,NA,NA,NA,NA,"M60",1,566,"Cyprid",NA,223,2018-04-18 13:17:00,76,40.377098,-71.751862,"Cirripedia",89433,"Cirripedia","Infraclass"
"115",201802,153,"A_aes","1",NA,"UnknownSoft",NA,NA,NA,NA,NA,"M60",2,566,NA,NA,223,2018-04-18 13:17:00,76,40.377098,-71.751862,"UnknownSoft",202423,"Animalia","Kingdom"
"116",201802,153,"A_aes","1",NA,"Chaetognatha",NA,NA,NA,NA,NA,"M60",3,566,NA,NA,223,2018-04-18 13:17:00,76,40.377098,-71.751862,"Chaetognatha",158650,"Chaetognatha","Phylum"
"117",201802,154,"A_pse","3",NA,"Appendicularia",NA,NA,NA,NA,NA,"MZ12",1143,1419,NA,NA,212,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
"118",201802,154,"A_pse","3",NA,"Chaetognatha",NA,NA,NA,NA,NA,"MZ12",272,1419,NA,NA,212,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"119",201802,154,"A_pse","3",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"MZ12",1,1419,NA,NA,212,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"120",201802,154,"A_pse","3",NA,"Cirripedia",NA,NA,NA,NA,NA,"MZ12",1,1419,"Cyprid",NA,212,2018-04-18 17:39:00,62,40.244742,-72.239772,"Cirripedia",89433,"Cirripedia","Infraclass"
"121",201802,154,"A_pse","3",NA,"Parasite",NA,NA,NA,NA,NA,"MZ12",1,NA,"Roundworm",NA,212,2018-04-18 17:39:00,62,40.244742,-72.239772,"Parasite",202423,"Animalia","Kingdom"
"122",201802,154,"A_pse","3",NA,"UnknownSoft",NA,NA,NA,NA,NA,"MZ12",2,1419,NA,NA,212,2018-04-18 17:39:00,62,40.244742,-72.239772,"UnknownSoft",202423,"Animalia","Kingdom"
"123",201802,154,"C_har","2",NA,"Chaetognatha",NA,NA,NA,NA,NA,"MZ12",269,301,NA,NA,229,2018-04-18 17:39:00,62,40.244742,-72.239772,"Chaetognatha",158650,"Chaetognatha","Phylum"
"124",201802,154,"C_har","2",NA,"Calanus",NA,NA,NA,NA,NA,"MZ12",13,301,NA,NA,229,2018-04-18 17:39:00,62,40.244742,-72.239772,"Calanus",85263,"Calanus","Genus"
"125",201802,154,"C_har","2",NA,"CalanoidSmall",NA,NA,NA,NA,NA,"MZ12",3,301,NA,NA,229,2018-04-18 17:39:00,62,40.244742,-72.239772,"CalanoidSmall",85258,"Calanoida",NA
"126",201802,154,"C_har","2",NA,"Appendicularia",NA,NA,NA,NA,NA,"MZ12",8,301,NA,NA,229,2018-04-18 17:39:00,62,40.244742,-72.239772,"Appendicularia",159664,"Appendicularia","Class"
